accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,balanced_accuracy,log_loss,top_3_accuracy,wrong_issuer_correct_state,wrong_state_wrong_issuer,algorithm,system,result_dir,system_label,run_label,model,flat_issuer_accuracy,accuracy_delta
0.926933350706886,0.540992905669701,0.918105969294111,0.624559049863369,0.520291240058339,0.520291240058339,,,1028.0,1215,svm_cascade,plain_cascade,r_run,Plain cascade,SVM,SVM,0.939833213890156,-0.012899863183269966
0.93875822529155,0.592547679067384,0.931916143000258,0.673584023913117,0.567515686868084,0.567515686868084,0.418807962257967,0.966903381327774,872.0,1008,svm_cascade,cascade_with_fallback,r_run,Cascade + fallback,SVM,SVM,0.939833213890156,-0.001074988598605997
0.94660889960258,0.690390134381341,0.943101449869967,0.780884398805934,0.663246672539139,0.663246672539139,,,884.0,755,random_forest_cascade,plain_cascade,r_run,Plain cascade,Random Forest,Random Forest,0.946478597954264,0.0001303016483159558
0.948465698091081,0.698883790346638,0.944927118089219,0.789480583443867,0.67162598236136,0.67162598236136,0.675172229215767,0.968988207700827,847.0,735,random_forest_cascade,cascade_with_fallback,r_run,Cascade + fallback,Random Forest,Random Forest,0.946478597954264,0.0019871001368170216
0.100886051208548,0.100887255566953,0.152835101163523,0.292128280720714,0.0906386543984068,0.0906386543984068,,,59.0,27542,xgboost_cascade,plain_cascade,r_run,Plain cascade,XGBoost,XGBoost,0.0055052446413447,0.0953808065672033
0.0635220535539775,0.034565817145998,0.0916613924179079,0.0519505879056394,0.0545484510629709,0.0545484510629709,15.3119825890663,0.112320020848264,3978.0,24770,xgboost_cascade,cascade_with_fallback,r_run,Cascade + fallback,XGBoost,XGBoost,0.0055052446413447,0.0580168089126328
